#Wj xj yj
7.974615803793343e-60 2.4552281933333333 0.041666666666666664
8.03838226641718e-60 2.5274407866666664 0.125
7.153365046401811e-60 2.4552281933333333 0.25
6.974115917712732e-60 2.5274407866666664 0.375
6.342866545337984e-60 2.4552281933333333 0.5
6.329773916822572e-60 2.5274407866666664 0.625
5.885967195548299e-60 2.4552281933333333 0.75
5.977245654000427e-60 2.5274407866666664 0.875
5.643616804243166e-60 2.4552281933333333 1.0
5.801440668150788e-60 2.5274407866666664 1.125
5.530087269020969e-60 2.4552281933333333 1.25
5.725744765012268e-60 2.5274407866666664 1.375
5.486684302114719e-60 2.4552281933333333 1.5
5.702374646570504e-60 2.5274407866666664 1.625
5.477477678379551e-60 2.4552281933333333 1.75
5.700038739575424e-60 2.5274407866666664 1.875
5.47661500393849e-60 2.4552281933333333 2.0
5.699189888532017e-60 2.5274407866666664 2.125
5.475580414609685e-60 2.4552281933333333 2.25
5.698630747070905e-60 2.5274407866666664 2.375
5.474948803978477e-60 2.4552281933333333 2.5
5.698388510085204e-60 2.5274407866666664 2.625
5.475556350948168e-60 2.4552281933333333 2.75
5.698831386577224e-60 2.5274407866666664 2.875
5.476405214630178e-60 2.4552281933333333 3.0
5.69970350866152e-60 2.5274407866666664 3.125
5.477091509841866e-60 2.4552281933333333 3.25
5.701495620515241e-60 2.5274407866666664 3.375
5.484317063733191e-60 2.4552281933333333 3.5
5.721184913381471e-60 2.5274407866666664 3.625
5.522941259731721e-60 2.4552281933333333 3.75
5.790259082232565e-60 2.5274407866666664 3.875
5.628013837264967e-60 2.4552281933333333 4.0
5.954237375070078e-60 2.5274407866666664 4.125
5.855021855234793e-60 2.4552281933333333 4.25
6.286468685858e-60 2.5274407866666664 4.375
6.287060740519337e-60 2.4552281933333333 4.5
6.898253427462064e-60 2.5274407866666664 4.625
7.056519675010178e-60 2.4552281933333333 4.75
7.918369661447981e-60 2.5274407866666664 4.875
7.99987836906346e-60 2.4552281933333333 4.958333333333333
9.793354475383287e-60 2.744078566666667 0.041666666666666664
8.942128576887262e-60 2.671865973333333 0.125
8.456667464157778e-60 2.744078566666667 0.25
7.56648886466658e-60 2.671865973333333 0.375
7.435620454041464e-60 2.744078566666667 0.5
6.847802747985187e-60 2.671865973333333 0.625
6.883498044494647e-60 2.744078566666667 0.75
6.462571554241052e-60 2.671865973333333 0.875
6.599302857832075e-60 2.744078566666667 1.0
6.272773436724328e-60 2.671865973333333 1.125
6.467632476880376e-60 2.744078566666667 1.25
6.191777525124912e-60 2.671865973333333 1.375
6.419031879666361e-60 2.744078566666667 1.5
6.167642451067314e-60 2.671865973333333 1.625
6.410049497386287e-60 2.744078566666667 1.75
6.165456414252434e-60 2.671865973333333 1.875
6.408632742982271e-60 2.744078566666667 2.0
6.164266773312141e-60 2.671865973333333 2.125
6.409157468422501e-60 2.744078566666667 2.25
